date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:37	11184/11184	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2021:09:12%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/venobox.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/venobox.min.js	(from https://www.sysincorporation.com/)
18:22:37	1067/1067	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2021:09:10%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.counterup.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.counterup.min.js	(from https://www.sysincorporation.com/)
18:22:37	8053/8053	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2021:09:10%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.waypoints.v2.0.3.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.waypoints.v2.0.3.min.js	(from https://www.sysincorporation.com/)
18:22:38	8415/8415	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2021:09:10%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.slicknav.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.slicknav.min.js	(from https://www.sysincorporation.com/)
18:22:38	12201/12201	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2021:09:10%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.nivo.slider.pack.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.nivo.slider.pack.js	(from https://www.sysincorporation.com/)
18:22:38	2972/2972	---M--	200	added ('OK')	application/javascript	date:Tue,%2019%20Mar%202019%2021:50:14%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.nice-select.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.nice-select.min.js	(from https://www.sysincorporation.com/)
18:22:39	8157/8157	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2021:09:12%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/wow.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/wow.min.js	(from https://www.sysincorporation.com/)
18:22:39	49712/49712	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Oct%202016%2023:15:52%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.mb.YTPlayer.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/vendor/jquery.mb.YTPlayer.min.js	(from https://www.sysincorporation.com/)
18:22:39	1310/1310	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20May%202018%2021:09:10%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/contact.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/contact.js	(from https://www.sysincorporation.com/)
18:22:39	1329/1329	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Apr%202019%2021:28:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/quote.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/quote.js	(from https://www.sysincorporation.com/)
